data,regiao,estado,categoria,vendedor,receita,qtd_itens,meta
2023-02-03,Sudeste,MG,Roupas & Calçados,Carlos Lima,292.85,5,365.9
2023-02-03,Centro-Oeste,DF,Roupas & Calçados,Bruno Costa,160.48,4,180.16
2023-02-03,Sudeste,SP,Roupas & Calçados,Ana Silva,308.75,6,431.48
2023-02-03,Sul,PR,Alimentos & Bebidas,Ana Silva,105.15,1,102.67
2023-02-03,Nordeste,MA,Alimentos & Bebidas,Ana Silva,218.94,2,201.03
2023-02-03,Nordeste,BA,Eletrônicos,Diana Santos,2348.97,4,3203.17
2023-02-03,Sudeste,MG,Casa & Jardim,Fernanda Alves,120.97,6,155.95
2023-02-03,Sudeste,ES,Roupas & Calçados,Fernanda Alves,384.51,5,492.28
2023-02-03,Sudeste,RJ,Roupas & Calçados,Bruno Costa,102.4,3,127.64
2023-02-03,Centro-Oeste,DF,Alimentos & Bebidas,Ana Silva,141.82,2,137.17
2023-02-03,Sudeste,MG,Alimentos & Bebidas,Carlos Lima,113.49,2,134.93
2023-02-03,Nordeste,BA,Casa & Jardim,Bruno Costa,331.52,5,314.27
2023-02-03,Sudeste,RJ,Roupas & Calçados,Ana Silva,91.43,1,124.18
2023-02-04,Sudeste,MG,Casa & Jardim,Ana Silva,128.27,3,160.7
2023-02-04,Sudeste,ES,Eletrônicos,Eduardo Rocha,1350.65,5,1862.64
2023-02-04,Sudeste,MG,Esportes & Lazer,Ana Silva,856.59,1,1077.41
2023-02-04,Sudeste,MG,Eletrônicos,Helena Martins,476.43,3,729.59
2023-02-04,Norte,AM,Roupas & Calçados,Ana Silva,46.48,3,43.89
2023-02-04,Sudeste,RJ,Roupas & Calçados,Diana Santos,128.34,3,167.73
2023-02-04,Sudeste,RJ,Esportes & Lazer,Diana Santos,659.78,5,866.81
2023-02-04,Sul,PR,Eletrônicos,Ana Silva,1206.32,6,1629.32
2023-02-05,Sul,RS,Eletrônicos,Eduardo Rocha,3263.79,2,4542.64
2023-02-05,Sudeste,SP,Roupas & Calçados,Gustavo Pereira,459.51,4,611.87
2023-02-05,Nordeste,PE,Esportes & Lazer,Diana Santos,469.7,5,520.1
2023-02-05,Sudeste,ES,Esportes & Lazer,Ana Silva,726.83,4,1015.37
2023-02-05,Sul,SC,Alimentos & Bebidas,Helena Martins,110.65,5,114.11
2023-02-05,Sul,SC,Casa & Jardim,Diana Santos,591.51,2,677.57
2023-02-06,Centro-Oeste,MS,Roupas & Calçados,Carlos Lima,375.49,6,399.21
2023-02-06,Sudeste,SP,Casa & Jardim,Carlos Lima,114.77,4,150.06
2023-02-06,Sul,SC,Roupas & Calçados,Diana Santos,159.57,3,208.12
2023-02-06,Sul,PR,Eletrônicos,Eduardo Rocha,1344.57,2,1907.85
2023-02-06,Sudeste,ES,Eletrônicos,Helena Martins,2611.37,3,4107.21
2023-02-06,Nordeste,CE,Roupas & Calçados,Eduardo Rocha,121.45,5,136.9
2023-02-06,Nordeste,MA,Casa & Jardim,Ana Silva,688.62,2,654.32
2023-02-06,Sudeste,MG,Eletrônicos,Bruno Costa,3203.91,6,5151.7
2023-02-06,Norte,PA,Eletrônicos,Helena Martins,3107.19,5,3124.96
2023-02-06,Sul,PR,Casa & Jardim,Gustavo Pereira,636.97,6,785.35
2023-02-06,Nordeste,BA,Casa & Jardim,Carlos Lima,187.02,5,211.6
2023-02-07,Norte,TO,Roupas & Calçados,Fernanda Alves,394.86,4,411.94
2023-02-07,Nordeste,MA,Eletrônicos,Eduardo Rocha,1486.17,1,1711.65
2023-02-07,Sudeste,SP,Eletrônicos,Fernanda Alves,574.49,2,910.99
2023-02-07,Centro-Oeste,GO,Roupas & Calçados,Ana Silva,460.65,2,469.75
2023-02-07,Sudeste,RJ,Alimentos & Bebidas,Ana Silva,144.78,2,161.37
2023-02-07,Norte,PA,Alimentos & Bebidas,Gustavo Pereira,56.21,4,48.38
2023-02-07,Sudeste,MG,Roupas & Calçados,Gustavo Pereira,97.15,4,132.47
2023-02-07,Sudeste,ES,Roupas & Calçados,Gustavo Pereira,176.49,3,229.28
2023-02-07,Sudeste,SP,Roupas & Calçados,Carlos Lima,368.77,5,457.99
2023-02-07,Sudeste,MG,Roupas & Calçados,Diana Santos,228.79,3,330.06
2023-02-08,Centro-Oeste,DF,Roupas & Calçados,Eduardo Rocha,222.19,5,247.76
2023-02-08,Sudeste,RJ,Casa & Jardim,Diana Santos,229.67,4,286.05
2023-02-08,Centro-Oeste,MT,Casa & Jardim,Carlos Lima,680.61,6,696.63
2023-02-08,Sudeste,SP,Eletrônicos,Gustavo Pereira,806.53,2,1101.27
2023-02-08,Nordeste,BA,Alimentos & Bebidas,Fernanda Alves,209.46,6,184.34
2023-02-08,Sudeste,MG,Roupas & Calçados,Gustavo Pereira,355.35,3,514.72
2023-02-09,Sudeste,SP,Casa & Jardim,Bruno Costa,139.61,6,170.54
2023-02-09,Sudeste,RJ,Eletrônicos,Fernanda Alves,1824.24,3,2858.31
2023-02-09,Nordeste,PE,Esportes & Lazer,Gustavo Pereira,155.49,2,187.02
2023-02-09,Sudeste,RJ,Casa & Jardim,Carlos Lima,594.82,5,809.96
2023-02-09,Sul,RS,Casa & Jardim,Bruno Costa,370.7,6,425.22
2023-02-09,Sudeste,MG,Alimentos & Bebidas,Carlos Lima,151.45,6,176.43
2023-02-09,Sul,PR,Esportes & Lazer,Eduardo Rocha,592.99,5,737.76
2023-02-10,Nordeste,PE,Roupas & Calçados,Helena Martins,238.71,4,236.5
2023-02-10,Sudeste,MG,Casa & Jardim,Fernanda Alves,709.45,6,958.68
2023-02-10,Sudeste,MG,Alimentos & Bebidas,Bruno Costa,135.52,5,156.21
2023-02-10,Sul,SC,Eletrônicos,Gustavo Pereira,2181.49,2,3222.05
2023-02-10,Sul,SC,Eletrônicos,Carlos Lima,2483.1,4,3660.94
2023-02-10,Nordeste,CE,Casa & Jardim,Gustavo Pereira,504.02,3,524.41
2023-02-10,Sul,PR,Eletrônicos,Bruno Costa,563.71,5,738.07
2023-02-10,Sudeste,ES,Esportes & Lazer,Bruno Costa,305.92,3,415.6
2023-02-11,Nordeste,MA,Casa & Jardim,Gustavo Pereira,757.46,6,772.1
2023-02-11,Nordeste,CE,Esportes & Lazer,Helena Martins,250.39,2,284.96
2023-02-11,Sudeste,MG,Casa & Jardim,Carlos Lima,508.61,3,698.17
2023-02-11,Sul,SC,Roupas & Calçados,Helena Martins,357.91,3,434.79
2023-02-11,Sul,RS,Alimentos & Bebidas,Bruno Costa,80.29,6,83.62
2023-02-11,Norte,AM,Esportes & Lazer,Ana Silva,399.12,5,368.07
2023-02-11,Sul,SC,Eletrônicos,Eduardo Rocha,1255.87,2,1687.39
2023-02-11,Nordeste,CE,Casa & Jardim,Helena Martins,654.92,6,715.76
2023-02-11,Sudeste,SP,Casa & Jardim,Bruno Costa,384.02,4,502.46
2023-02-11,Nordeste,BA,Alimentos & Bebidas,Diana Santos,40.37,4,41.6
2023-02-11,Centro-Oeste,GO,Eletrônicos,Diana Santos,176.58,4,213.34
2023-02-11,Nordeste,CE,Casa & Jardim,Bruno Costa,475.31,1,470.48
2023-02-11,Centro-Oeste,DF,Casa & Jardim,Carlos Lima,224.36,4,228.5
2023-02-11,Sudeste,RJ,Casa & Jardim,Helena Martins,382.42,5,491.8
2023-02-12,Sudeste,MG,Eletrônicos,Ana Silva,2934.83,2,4765.26
2023-02-12,Norte,TO,Eletrônicos,Fernanda Alves,3475.3,5,3796.27
2023-02-12,Sudeste,RJ,Esportes & Lazer,Diana Santos,1020.42,5,1387.14
2023-02-12,Sul,RS,Roupas & Calçados,Gustavo Pereira,234.71,4,299.15
2023-02-12,Sudeste,ES,Roupas & Calçados,Ana Silva,252.7,3,362.78
2023-02-12,Sudeste,RJ,Roupas & Calçados,Fernanda Alves,481.65,1,674.35
2023-02-12,Nordeste,BA,Casa & Jardim,Carlos Lima,270.9,5,293.03
2023-02-12,Nordeste,MA,Roupas & Calçados,Ana Silva,259.83,4,300.13
2023-02-12,Sudeste,RJ,Esportes & Lazer,Fernanda Alves,231.42,2,349.89
2023-02-12,Nordeste,BA,Eletrônicos,Eduardo Rocha,844.99,6,1127.65
2023-02-12,Centro-Oeste,MT,Eletrônicos,Ana Silva,2231.01,1,2501.37
2023-02-12,Nordeste,PE,Alimentos & Bebidas,Diana Santos,48.9,2,46.58
2023-02-12,Sudeste,ES,Alimentos & Bebidas,Bruno Costa,191.05,4,234.47
2023-02-13,Centro-Oeste,DF,Eletrônicos,Eduardo Rocha,2801.78,5,3633.1
2023-02-13,Sul,RS,Casa & Jardim,Ana Silva,372.01,6,415.56
2023-02-13,Sul,PR,Esportes & Lazer,Bruno Costa,300.59,1,361.82
2023-02-13,Sudeste,MG,Alimentos & Bebidas,Bruno Costa,104.45,4,117.65
2023-02-13,Sudeste,ES,Roupas & Calçados,Helena Martins,298.31,3,369.59
2023-02-13,Sul,RS,Eletrônicos,Helena Martins,2281.65,3,3080.07
2023-02-13,Sul,PR,Esportes & Lazer,Fernanda Alves,717.49,6,925.26
2023-02-13,Nordeste,BA,Eletrônicos,Eduardo Rocha,2023.7,6,2431.05
2023-02-13,Centro-Oeste,DF,Roupas & Calçados,Gustavo Pereira,230.48,2,220.32
2023-02-13,Sul,SC,Esportes & Lazer,Helena Martins,149.18,1,194.11
2023-02-13,Sudeste,RJ,Esportes & Lazer,Diana Santos,166.01,4,218.82
2023-02-13,Centro-Oeste,DF,Casa & Jardim,Carlos Lima,224.56,6,233.36
2023-02-13,Centro-Oeste,DF,Roupas & Calçados,Eduardo Rocha,168.68,4,170.43
2023-02-13,Sudeste,SP,Eletrônicos,Carlos Lima,1865.26,6,2763.77
2023-02-13,Nordeste,PE,Esportes & Lazer,Eduardo Rocha,552.35,1,670.14
2023-02-13,Centro-Oeste,GO,Casa & Jardim,Eduardo Rocha,74.13,2,76.47
2023-02-13,Nordeste,PE,Esportes & Lazer,Bruno Costa,497.96,3,552.57
2023-02-14,Nordeste,PE,Esportes & Lazer,Eduardo Rocha,415.55,1,433.42
2023-02-14,Sudeste,SP,Eletrônicos,Bruno Costa,323.78,5,476.52
2023-02-14,Sul,SC,Casa & Jardim,Diana Santos,607.9,6,751.42
2023-02-14,Sudeste,MG,Roupas & Calçados,Bruno Costa,416.56,2,600.22
2023-02-14,Sul,PR,Eletrônicos,Carlos Lima,2058.04,4,2948.39
2023-02-14,Sudeste,ES,Casa & Jardim,Diana Santos,486.04,4,614.83
2023-02-14,Sudeste,SP,Alimentos & Bebidas,Bruno Costa,58.52,6,63.53
2023-02-14,Centro-Oeste,MT,Casa & Jardim,Carlos Lima,538.48,1,499.21
2023-02-14,Sudeste,SP,Eletrônicos,Gustavo Pereira,293.56,1,473.77
2023-02-14,Nordeste,PE,Roupas & Calçados,Bruno Costa,179.7,2,183.81
2023-02-14,Sudeste,ES,Alimentos & Bebidas,Diana Santos,96.52,2,115.02
2023-02-15,Sul,SC,Esportes & Lazer,Gustavo Pereira,175.73,1,209.68
2023-02-15,Nordeste,PE,Alimentos & Bebidas,Ana Silva,181.59,2,171.09
2023-02-15,Sul,SC,Roupas & Calçados,Fernanda Alves,214.8,4,251.43
2023-02-15,Sudeste,RJ,Alimentos & Bebidas,Fernanda Alves,111.37,2,125.43
2023-02-15,Norte,PA,Esportes & Lazer,Ana Silva,889.33,6,937.26
2023-02-15,Sudeste,SP,Casa & Jardim,Carlos Lima,556.82,3,699.66
2023-02-15,Centro-Oeste,GO,Alimentos & Bebidas,Helena Martins,199.33,5,182.67
2023-02-15,Sul,PR,Casa & Jardim,Helena Martins,711.55,5,764.32
2023-02-15,Sudeste,MG,Alimentos & Bebidas,Helena Martins,219.73,2,230.29
2023-02-15,Nordeste,MA,Esportes & Lazer,Gustavo Pereira,518.91,5,654.42
2023-02-16,Nordeste,MA,Alimentos & Bebidas,Helena Martins,48.61,2,41.9
2023-02-16,Norte,AM,Casa & Jardim,Diana Santos,184.06,3,174.58
2023-02-16,Sudeste,SP,Roupas & Calçados,Carlos Lima,263.41,2,331.72
2023-02-16,Nordeste,MA,Roupas & Calçados,Fernanda Alves,277.45,1,281.49
2023-02-16,Sudeste,RJ,Roupas & Calçados,Helena Martins,445.59,3,617.06
2023-02-16,Sudeste,RJ,Casa & Jardim,Ana Silva,711.18,4,837.31
2023-02-16,Nordeste,CE,Esportes & Lazer,Bruno Costa,835.54,5,1011.7
2023-02-16,Nordeste,PE,Roupas & Calçados,Helena Martins,484.4,3,575.69
2023-02-16,Nordeste,PE,Alimentos & Bebidas,Diana Santos,143.9,6,127.77
2023-02-16,Sudeste,SP,Roupas & Calçados,Carlos Lima,42.43,4,60.26
2023-02-17,Sudeste,ES,Esportes & Lazer,Fernanda Alves,423.43,3,535.82
2023-02-17,Sul,RS,Roupas & Calçados,Fernanda Alves,481.72,2,624.92
2023-02-17,Nordeste,BA,Alimentos & Bebidas,Helena Martins,112.7,5,114.19
2023-02-17,Sul,PR,Eletrônicos,Diana Santos,1385.89,2,2000.42
2023-02-17,Sudeste,MG,Roupas & Calçados,Ana Silva,252.85,3,347.43
2023-02-17,Sul,SC,Eletrônicos,Helena Martins,1449.32,1,1798.22
2023-02-17,Sudeste,ES,Eletrônicos,Gustavo Pereira,1720.23,6,2744.5
2023-02-17,Nordeste,CE,Casa & Jardim,Gustavo Pereira,715.72,5,826.06
2023-02-17,Sudeste,RJ,Alimentos & Bebidas,Diana Santos,111.68,6,128.31
2023-02-17,Sudeste,MG,Roupas & Calçados,Eduardo Rocha,269.99,5,338.06
2023-02-17,Nordeste,BA,Alimentos & Bebidas,Fernanda Alves,249.39,2,224.71
2023-02-17,Sudeste,ES,Esportes & Lazer,Fernanda Alves,1084.4,3,1585.45
2023-02-17,Sudeste,MG,Alimentos & Bebidas,Diana Santos,179.4,4,203.92
2023-02-17,Sudeste,ES,Eletrônicos,Bruno Costa,1225.03,1,1823.15
2023-02-17,Norte,AM,Alimentos & Bebidas,Diana Santos,99.39,4,81.8
2023-02-17,Centro-Oeste,MT,Eletrônicos,Gustavo Pereira,2025.5,3,2278.02
2023-02-17,Sul,SC,Esportes & Lazer,Carlos Lima,211.07,5,272.03
2023-02-18,Sudeste,SP,Roupas & Calçados,Diana Santos,171.0,3,214.09
2023-02-18,Nordeste,BA,Casa & Jardim,Bruno Costa,556.16,1,607.5
2023-02-18,Sul,PR,Eletrônicos,Helena Martins,1951.94,1,2940.49
2023-02-18,Sudeste,ES,Roupas & Calçados,Carlos Lima,319.61,1,384.94
2023-02-18,Nordeste,MA,Esportes & Lazer,Gustavo Pereira,983.67,3,1238.24
2023-02-18,Sul,SC,Roupas & Calçados,Gustavo Pereira,246.18,4,312.52
2023-02-18,Sudeste,SP,Esportes & Lazer,Fernanda Alves,572.35,2,835.59
2023-02-18,Nordeste,CE,Casa & Jardim,Fernanda Alves,764.63,5,731.93
2023-02-18,Nordeste,MA,Roupas & Calçados,Helena Martins,497.96,6,570.15
2023-02-18,Centro-Oeste,MS,Eletrônicos,Bruno Costa,1466.37,2,1604.75
2023-02-18,Sudeste,SP,Eletrônicos,Eduardo Rocha,3223.76,3,5099.09
2023-02-18,Sudeste,ES,Roupas & Calçados,Bruno Costa,475.71,1,684.17
2023-02-18,Norte,AM,Eletrônicos,Helena Martins,1616.28,2,1631.26
2023-02-19,Centro-Oeste,MS,Casa & Jardim,Carlos Lima,657.97,3,690.4
2023-02-19,Sudeste,RJ,Alimentos & Bebidas,Carlos Lima,115.3,3,129.11
2023-02-19,Centro-Oeste,MT,Esportes & Lazer,Helena Martins,738.65,4,746.8
2023-02-19,Sul,PR,Casa & Jardim,Carlos Lima,676.06,2,760.7
2023-02-20,Sudeste,MG,Alimentos & Bebidas,Ana Silva,146.87,4,174.76
2023-02-20,Norte,RO,Casa & Jardim,Fernanda Alves,376.05,4,328.85
2023-02-20,Sudeste,MG,Roupas & Calçados,Eduardo Rocha,163.58,5,230.2
2023-02-20,Sudeste,ES,Roupas & Calçados,Bruno Costa,136.8,1,185.41
2023-02-20,Norte,PA,Roupas & Calçados,Helena Martins,117.3,1,112.44
2023-02-20,Sul,PR,Eletrônicos,Helena Martins,1271.67,2,1829.94
2023-02-20,Sudeste,ES,Casa & Jardim,Fernanda Alves,146.8,5,190.66
2023-02-21,Sul,PR,Alimentos & Bebidas,Gustavo Pereira,112.23,3,111.62
2023-02-21,Sudeste,SP,Roupas & Calçados,Eduardo Rocha,466.84,1,655.85
2023-02-21,Sudeste,ES,Eletrônicos,Ana Silva,3355.95,5,5248.7
2023-02-21,Sul,PR,Casa & Jardim,Bruno Costa,663.68,1,836.49
2023-02-21,Nordeste,MA,Eletrônicos,Ana Silva,1092.4,2,1249.38
2023-02-21,Sudeste,RJ,Roupas & Calçados,Diana Santos,213.95,4,299.36
2023-02-21,Nordeste,CE,Esportes & Lazer,Gustavo Pereira,1087.95,6,1253.36
2023-02-21,Sudeste,MG,Roupas & Calçados,Diana Santos,461.79,2,570.58
2023-02-21,Sul,SC,Roupas & Calçados,Bruno Costa,303.82,3,347.54
2023-02-21,Norte,AM,Esportes & Lazer,Gustavo Pereira,1047.0,2,1061.68
2023-02-22,Sudeste,ES,Roupas & Calçados,Helena Martins,383.35,4,502.84
2023-02-22,Sudeste,RJ,Esportes & Lazer,Helena Martins,155.38,5,235.16
2023-02-22,Sudeste,MG,Alimentos & Bebidas,Gustavo Pereira,146.24,3,165.3
2023-02-22,Sudeste,MG,Esportes & Lazer,Eduardo Rocha,337.4,5,495.23
2023-02-22,Sudeste,RJ,Alimentos & Bebidas,Carlos Lima,173.57,2,200.45
2023-02-22,Sudeste,ES,Esportes & Lazer,Gustavo Pereira,417.2,5,610.39
2023-02-22,Nordeste,CE,Roupas & Calçados,Bruno Costa,256.41,1,264.86
2023-02-22,Sudeste,SP,Roupas & Calçados,Bruno Costa,493.53,5,627.06
2023-02-22,Sudeste,MG,Roupas & Calçados,Helena Martins,126.15,1,163.31
2023-02-22,Sul,PR,Casa & Jardim,Eduardo Rocha,233.57,3,266.07
2023-02-22,Nordeste,PE,Eletrônicos,Gustavo Pereira,1444.73,2,1706.06
2023-02-22,Norte,PA,Esportes & Lazer,Carlos Lima,182.5,5,193.07
2023-02-22,Sudeste,SP,Roupas & Calçados,Fernanda Alves,150.32,6,193.23
2023-02-23,Sudeste,ES,Roupas & Calçados,Diana Santos,118.71,3,163.12
2023-02-23,Centro-Oeste,GO,Casa & Jardim,Helena Martins,512.06,4,519.23
2023-02-23,Sudeste,MG,Casa & Jardim,Bruno Costa,522.93,5,683.05
2023-02-23,Norte,PA,Casa & Jardim,Diana Santos,248.62,6,244.58
2023-02-23,Sudeste,RJ,Eletrônicos,Bruno Costa,2460.46,2,3383.97
2023-02-23,Sudeste,SP,Roupas & Calçados,Bruno Costa,365.57,6,445.97
2023-02-23,Sul,RS,Esportes & Lazer,Gustavo Pereira,500.3,2,571.45
2023-02-24,Sudeste,SP,Eletrônicos,Bruno Costa,2690.12,3,3957.75
2023-02-24,Nordeste,CE,Roupas & Calçados,Ana Silva,489.91,5,512.09
2023-02-24,Sul,RS,Roupas & Calçados,Ana Silva,325.86,3,375.41
2023-02-24,Sudeste,ES,Roupas & Calçados,Ana Silva,280.83,1,403.03
2023-02-24,Sudeste,MG,Alimentos & Bebidas,Ana Silva,35.73,6,39.12
2023-02-24,Sudeste,RJ,Alimentos & Bebidas,Fernanda Alves,91.25,2,97.44
2023-02-24,Sudeste,SP,Eletrônicos,Diana Santos,2566.25,2,3960.21
2023-02-24,Nordeste,PE,Esportes & Lazer,Helena Martins,819.89,4,952.82
2023-02-24,Sul,SC,Eletrônicos,Carlos Lima,243.32,5,344.37
2023-02-24,Nordeste,MA,Esportes & Lazer,Helena Martins,352.16,2,424.15
2023-02-24,Centro-Oeste,MS,Eletrônicos,Helena Martins,211.11,4,255.86
2023-02-25,Nordeste,PE,Alimentos & Bebidas,Gustavo Pereira,106.32,3,91.41
2023-02-25,Sudeste,ES,Eletrônicos,Gustavo Pereira,2782.54,2,4086.67
2023-02-25,Sudeste,SP,Casa & Jardim,Helena Martins,539.45,1,660.46
2023-02-25,Sudeste,SP,Casa & Jardim,Ana Silva,572.91,6,758.41
2023-02-25,Sudeste,SP,Alimentos & Bebidas,Diana Santos,235.7,4,244.05
2023-02-25,Sudeste,MG,Alimentos & Bebidas,Eduardo Rocha,151.53,4,162.18
2023-02-25,Nordeste,BA,Casa & Jardim,Diana Santos,256.64,2,280.08
2023-02-25,Sul,SC,Alimentos & Bebidas,Gustavo Pereira,235.83,1,262.16
2023-02-25,Centro-Oeste,MT,Casa & Jardim,Gustavo Pereira,120.98,3,110.29
2023-02-25,Sudeste,SP,Alimentos & Bebidas,Gustavo Pereira,142.74,2,160.34
2023-02-25,Centro-Oeste,MT,Roupas & Calçados,Carlos Lima,494.97,5,486.92
2023-02-25,Nordeste,PE,Eletrônicos,Ana Silva,1812.86,6,2144.3
2023-02-25,Sudeste,ES,Alimentos & Bebidas,Bruno Costa,61.51,3,66.32
2023-02-26,Sudeste,RJ,Alimentos & Bebidas,Ana Silva,38.64,5,41.52
2023-02-26,Nordeste,CE,Casa & Jardim,Bruno Costa,512.41,5,587.61
2023-02-26,Sul,SC,Alimentos & Bebidas,Bruno Costa,167.87,5,182.05
2023-02-26,Sudeste,SP,Esportes & Lazer,Helena Martins,264.11,5,382.5
2023-02-26,Sudeste,RJ,Roupas & Calçados,Gustavo Pereira,174.07,6,228.3
2023-02-26,Sudeste,RJ,Roupas & Calçados,Ana Silva,434.1,2,563.03
2023-02-26,Sul,SC,Eletrônicos,Carlos Lima,2743.79,3,3722.41
2023-02-26,Sul,RS,Casa & Jardim,Ana Silva,657.11,5,740.94
2023-02-26,Sudeste,ES,Esportes & Lazer,Gustavo Pereira,875.47,1,1167.09
2023-02-26,Centro-Oeste,MS,Roupas & Calçados,Ana Silva,127.04,3,144.45
2023-02-26,Sudeste,ES,Eletrônicos,Helena Martins,3075.23,5,4562.14
2023-02-26,Sudeste,RJ,Roupas & Calçados,Ana Silva,426.57,3,572.28
2023-02-26,Nordeste,PE,Esportes & Lazer,Eduardo Rocha,737.33,6,819.32
2023-02-26,Centro-Oeste,DF,Esportes & Lazer,Helena Martins,561.3,1,667.55
2023-02-26,Sudeste,ES,Casa & Jardim,Gustavo Pereira,757.46,6,1015.26
2023-02-26,Sudeste,ES,Roupas & Calçados,Gustavo Pereira,300.08,4,360.24
2023-02-27,Sudeste,SP,Eletrônicos,Eduardo Rocha,2342.87,6,3169.08
2023-02-27,Sudeste,MG,Casa & Jardim,Diana Santos,90.65,3,116.42
2023-02-27,Sudeste,MG,Casa & Jardim,Ana Silva,549.9,2,646.81
2023-02-27,Nordeste,PE,Roupas & Calçados,Helena Martins,62.56,3,66.84
2023-02-27,Sudeste,RJ,Alimentos & Bebidas,Fernanda Alves,208.67,2,251.33
2023-02-27,Nordeste,PE,Roupas & Calçados,Fernanda Alves,52.12,3,60.75
2023-02-27,Centro-Oeste,MS,Esportes & Lazer,Eduardo Rocha,884.47,6,871.06
2023-02-27,Nordeste,PE,Casa & Jardim,Ana Silva,464.32,5,460.47
2023-02-27,Nordeste,MA,Alimentos & Bebidas,Bruno Costa,245.08,1,244.95
2023-02-27,Nordeste,BA,Alimentos & Bebidas,Diana Santos,26.49,4,26.52
2023-02-27,Sul,RS,Esportes & Lazer,Eduardo Rocha,381.67,5,465.68
2023-02-27,Sudeste,RJ,Eletrônicos,Ana Silva,2454.74,1,3843.32
2023-02-28,Sudeste,SP,Eletrônicos,Diana Santos,1221.1,3,1754.14
2023-02-28,Sudeste,RJ,Alimentos & Bebidas,Bruno Costa,26.15,4,32.43
2023-02-28,Sudeste,RJ,Roupas & Calçados,Carlos Lima,432.28,2,590.94
2023-02-28,Sudeste,RJ,Alimentos & Bebidas,Carlos Lima,161.47,6,176.51
2023-02-28,Sudeste,RJ,Casa & Jardim,Fernanda Alves,495.16,3,565.07
2023-02-28,Sudeste,SP,Alimentos & Bebidas,Gustavo Pereira,201.05,6,247.94
2023-02-28,Sudeste,MG,Eletrônicos,Bruno Costa,749.24,4,1201.85
2023-02-28,Nordeste,MA,Casa & Jardim,Carlos Lima,666.79,5,711.62
2023-02-28,Sudeste,SP,Roupas & Calçados,Ana Silva,425.3,2,517.35
2023-03-01,Nordeste,PE,Eletrônicos,Gustavo Pereira,168.12,2,214.48
2023-03-01,Sudeste,ES,Casa & Jardim,Fernanda Alves,705.91,5,879.14
2023-03-01,Sudeste,MG,Esportes & Lazer,Eduardo Rocha,592.73,5,865.06
2023-03-01,Nordeste,MA,Alimentos & Bebidas,Bruno Costa,227.38,3,218.24
2023-03-01,Norte,AM,Alimentos & Bebidas,Helena Martins,78.88,5,64.71
2023-03-01,Sudeste,RJ,Casa & Jardim,Diana Santos,130.53,2,169.95
2023-03-01,Sudeste,ES,Roupas & Calçados,Ana Silva,103.96,5,126.03
2023-03-01,Sul,RS,Casa & Jardim,Fernanda Alves,667.09,6,780.84
2023-03-02,Sudeste,RJ,Roupas & Calçados,Helena Martins,104.36,1,132.95
2023-03-02,Sul,SC,Roupas & Calçados,Eduardo Rocha,218.95,4,290.18
2023-03-02,Sudeste,ES,Eletrônicos,Helena Martins,2715.65,5,4122.28
2023-03-02,Norte,RO,Alimentos & Bebidas,Bruno Costa,192.74,5,175.69
2023-03-02,Sudeste,ES,Eletrônicos,Carlos Lima,3447.28,3,5041.55
2023-03-02,Sudeste,ES,Eletrônicos,Gustavo Pereira,514.84,2,751.13
2023-03-02,Sudeste,SP,Esportes & Lazer,Ana Silva,1130.08,1,1659.51
2023-03-02,Centro-Oeste,GO,Eletrônicos,Carlos Lima,1482.66,1,1663.27
2023-03-02,Sudeste,RJ,Alimentos & Bebidas,Diana Santos,164.35,2,173.91
2023-03-02,Centro-Oeste,GO,Eletrônicos,Helena Martins,163.67,5,202.26
2023-03-02,Sudeste,SP,Eletrônicos,Gustavo Pereira,3012.85,2,4567.48
2023-03-02,Centro-Oeste,GO,Eletrônicos,Ana Silva,962.33,3,1216.28
2023-03-02,Centro-Oeste,GO,Roupas & Calçados,Helena Martins,245.08,4,262.83
2023-03-02,Norte,AM,Casa & Jardim,Ana Silva,634.67,5,536.88
2023-03-02,Sudeste,ES,Casa & Jardim,Fernanda Alves,426.64,4,536.25
2023-03-02,Sudeste,RJ,Roupas & Calçados,Carlos Lima,253.18,2,337.78
2023-03-02,Sudeste,MG,Alimentos & Bebidas,Helena Martins,213.33,1,255.4
2023-03-02,Centro-Oeste,MS,Alimentos & Bebidas,Diana Santos,164.37,6,145.11
2023-03-03,Sudeste,RJ,Alimentos & Bebidas,Fernanda Alves,44.95,3,55.18
2023-03-03,Sudeste,RJ,Esportes & Lazer,Fernanda Alves,1142.71,4,1422.76
2023-03-03,Sul,PR,Casa & Jardim,Diana Santos,73.98,4,80.96
2023-03-03,Sudeste,ES,Casa & Jardim,Helena Martins,565.61,6,737.38
2023-03-03,Sul,PR,Alimentos & Bebidas,Diana Santos,166.21,6,174.0
2023-03-03,Sudeste,MG,Alimentos & Bebidas,Gustavo Pereira,111.78,4,118.38
2023-03-03,Sudeste,ES,Alimentos & Bebidas,Gustavo Pereira,193.07,4,200.11
2023-03-03,Sudeste,ES,Casa & Jardim,Bruno Costa,450.61,2,513.77
2023-03-03,Sul,SC,Alimentos & Bebidas,Ana Silva,21.78,1,23.9
2023-03-03,Sudeste,RJ,Roupas & Calçados,Helena Martins,428.98,3,576.67
2023-03-04,Nordeste,MA,Roupas & Calçados,Gustavo Pereira,73.03,3,75.62
2023-03-04,Nordeste,BA,Casa & Jardim,Fernanda Alves,484.0,2,497.15
2023-03-04,Sul,PR,Roupas & Calçados,Eduardo Rocha,255.33,1,326.33
